,2009,2010,2011,2012,2013,2014,2015,2016,AggregateTravelTime,BldgArea,MedianHI,NumBike,NumWalk,NumWorkers_Transit,Salecount,Saleprice,TotalPopRace,TotalWhite,Tract,Under18,Year,pctC,pctM,pctR,TRACTCE,Shape_Area
714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5470236842285.34,85664.0,0.0,5.78,10.26,0.05067567567567568,539143.5714285715,1160,100.0,14800,0.31,2011,0.0,0.0,1.0,14800,1.4202474634999998e-05
715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5481446156443.0,85313.0,0.0,3.42,12.59,0.040540540540540536,544080.6923076923,1168,100.0,14800,0.31,2012,0.0,0.0,1.0,14800,1.4202474634999998e-05
716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5481446156443.0,75455.0,0.0,1.86,11.63,0.07094594594594594,746181.8181818181,1238,97.09,14800,0.32,2013,0.0,0.0,1.0,14800,1.4202474634999998e-05
717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5477418689295.9,60486.0,0.0,2.37,10.57,0.11148648648648647,777000.0,1353,94.24,14800,0.44,2014,0.0,0.0,1.0,14800,1.4202474634999998e-05
718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1425.96,5446621239468.24,56500.0,0.0,3.03,13.46,0.057432432432432436,831538.4615384616,1256,92.04,14800,0.44,2015,0.0,0.0,1.0,14800,1.4202474634999998e-05
719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5121537046842.96,56216.0,0.0,2.99,14.44,0.054054054054054064,870600.0,1337,90.13,14800,0.47,2016,0.0,0.0,1.0,14800,1.4202474634999998e-05
720,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886.78,9393621919149.68,77083.0,0.52,4.56,38.76,0.03619909502262444,1068835.8,5242,73.85,14900,1.37,2009,0.0,0.0,1.0,14900,2.6604711383000004e-05
721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.2,9890075340871.06,90175.0,0.65,4.95,41.01,0.05429864253393665,914151.0,5370,71.21,14900,1.25,2010,0.0,0.0,1.0,14900,2.6604711383000004e-05
722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2261.57,9982882211220.26,94146.0,1.53,6.08,44.41,0.05656108597285067,1281229.7222222222,5035,74.24,14900,0.81,2011,0.0,0.0,1.0,14900,2.6604711383000004e-05
723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2253.03,9982882211220.26,95346.0,1.35,5.13,44.6,0.06561085972850679,1122220.2380952379,5025,79.9,14900,0.68,2012,0.0,0.0,1.0,14900,2.6604711383000004e-05
724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2264.02,10124439845346.92,111359.0,2.65,4.3,42.88,0.07239819004524888,1090109.3125,5581,78.09,14900,0.82,2013,0.0,0.0,1.0,14900,2.6604711383000004e-05
725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2259.3,10131735545616.16,104735.0,2.18,4.84,40.61,0.045248868778280535,1611530.44,5723,79.98,14900,0.9,2014,0.0,0.0,1.0,14900,2.6604711383000004e-05
726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2310.03,10199310043009.46,103378.0,2.63,4.45,39.97,0.04751131221719457,1812571.148148148,5772,80.7,14900,0.97,2015,0.0,0.0,1.0,14900,2.6604711383000004e-05
727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10010512655671.16,103427.0,2.29,3.32,39.59,0.04751131221719457,1643406.25,5814,84.23,14900,1.08,2016,0.0,0.0,1.0,14900,2.6604711383000004e-05
728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6655308246147.38,62286.0,1.17,2.6,25.88,0.011741682974559686,6915285.714285715,1963,90.42,15000,0.39,2009,0.0,0.0,1.0,15000,1.4207275832e-05
729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6693401403934.96,66136.0,1.44,2.53,22.68,0.03718199608610567,1652666.666666667,1737,92.46,15000,0.27,2010,0.0,0.0,1.0,15000,1.4207275832e-05
730,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6693401403934.96,71944.0,0.71,0.71,26.12,0.0410958904109589,620208.3333333335,1830,84.86,15000,0.28,2011,0.0,0.0,1.0,15000,1.4207275832e-05
731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6685968592659.33,87857.0,0.6,0.44,22.42,0.06457925636007827,676166.6666666665,1833,89.31,15000,0.39,2012,0.0,0.0,1.0,15000,1.4207275832e-05
732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6685968592659.33,86250.0,0.0,0.96,25.03,0.04892367906066536,1315346.1538461538,1666,89.32,15000,0.38,2013,0.0,0.0,1.0,15000,1.4207275832e-05
733,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6707084533783.27,89663.0,0.0,2.47,21.75,0.05870841487279841,719500.0,1660,84.76,15000,0.39,2014,0.0,0.0,1.0,15000,1.4207275832e-05
734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1680.57,6694253080226.96,82188.0,0.0,2.62,21.56,0.035225048923679066,1060125.0,1642,76.61,15000,0.4,2015,0.0,0.0,1.0,15000,1.4207275832e-05
735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1704.44,5783923742433.05,70938.0,0.0,2.89,21.39,0.033268101761252444,993814.777777778,1487,79.62,15000,0.4,2016,0.0,0.0,1.0,15000,1.4207275832e-05
736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12719044944928.99,118295.0,0.59,1.69,45.1,0.05043859649122807,1201867.5,4253,72.61,15100,0.72,2009,0.0,0.0,1.0,15100,1.5901107424000002e-05
737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2226.74,12871864489832.65,106955.0,0.67,1.04,47.99,0.03947368421052632,1200230.7692307692,3751,77.79,15100,0.63,2010,0.0,0.0,1.0,15100,1.5901107424000002e-05
738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12924672132571.58,109859.0,0.79,1.05,45.02,0.030701754385964918,1688625.0,3912,81.34,15100,0.69,2011,0.0,0.0,1.0,15100,1.5901107424000002e-05
739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2129.11,12971951858439.32,117305.0,0.77,1.96,45.06,0.06798245614035088,1421744.7916666663,3768,80.55,15100,0.58,2012,0.0,0.0,1.0,15100,1.5901107424000002e-05
740,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1848.16,12973681297733.49,118015.0,0.37,3.3,37.41,0.05043859649122807,1198902.7037037038,3823,80.25,15100,0.66,2013,0.0,0.0,1.0,15100,1.5901107424000002e-05
741,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12984988686282.33,112824.0,0.15,3.56,36.76,0.06578947368421052,1832063.8214285718,3994,75.11,15100,0.8,2014,0.0,0.0,1.0,15100,1.5901107424000002e-05
742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13034538694278.05,121742.0,0.35,3.86,37.21,0.07675438596491227,2516114.214285714,4273,73.63,15100,0.79,2015,0.0,0.0,1.0,15100,1.5901107424000002e-05
743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13009477546687.88,124470.0,0.41,4.06,36.97,0.03728070175438596,2186859.466666667,4136,74.06,15100,0.78,2016,0.0,0.0,1.0,15100,1.5901107424000002e-05
744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.3,15356515491761.4,102344.0,0.21,8.15,33.19,0.03448275862068965,1051543.75,2871,79.66,15300,0.53,2009,0.0,0.0,1.0,15300,1.6025712352e-05
745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.18,15374068533636.94,102295.0,0.27,7.34,38.72,0.040948275862068964,1168889.916666667,2601,78.39,15300,0.42,2010,0.0,0.0,1.0,15300,1.6025712352e-05
746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1912.78,15374068533636.94,104432.0,0.62,6.84,37.69,0.03448275862068965,986254.6166666669,2895,75.68,15300,0.49,2011,0.0,0.0,1.0,15300,1.6025712352e-05
747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1902.96,15374068533636.94,122344.0,0.46,5.57,36.81,0.05387931034482758,1322099.864583333,2839,75.66,15300,0.38,2012,0.0,0.0,1.0,15300,1.6025712352e-05
748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15395640117626.89,124821.0,0.54,5.22,38.32,0.06896551724137931,1467937.4687830687,2949,79.42,15300,0.37,2013,0.0,0.0,1.0,15300,1.6025712352e-05
749,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2078.03,14967428263497.14,110303.0,1.99,4.19,38.36,0.05387931034482758,2058969.2192982454,2909,82.02,15300,0.43,2014,0.0,0.0,1.0,15300,1.6025712352e-05
750,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1943.26,14919736155763.5,115000.0,1.69,3.88,40.09,0.04741379310344826,1413444.7287784682,2961,79.2,15300,0.4,2015,0.0,0.0,1.0,15300,1.6025712352e-05
751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14878820657868.75,146458.0,1.97,3.97,38.31,0.032327586206896554,2228386.88,2746,77.2,15300,0.29,2016,0.0,0.0,1.0,15300,1.6025712352e-05
752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029.23,14080773070165.64,99615.0,0.6,8.57,35.5,0.04954954954954955,785660.1602564101,3524,83.85,15500,0.81,2009,0.0,0.0,1.0,15500,1.5937704477e-05
753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2194.13,14100732029779.88,102480.0,0.62,6.23,41.3,0.03153153153153153,1099818.9066666665,3562,86.08,15500,0.88,2010,0.0,0.0,1.0,15500,1.5937704477e-05
754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2182.81,14064459553976.71,104375.0,0.73,4.97,41.35,0.058558558558558564,1212604.523809524,3862,85.24,15500,0.96,2011,0.0,0.0,1.0,15500,1.5937704477e-05
755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2052.14,14064459553976.71,107393.0,0.67,6.68,40.64,0.060810810810810814,1254977.3361201298,3730,84.05,15500,0.86,2012,0.0,0.0,1.0,15500,1.5937704477e-05
756,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2056.32,14064459553976.71,105870.0,1.35,6.94,40.03,0.08333333333333333,1253681.3860544218,3560,83.03,15500,0.77,2013,0.0,0.0,1.0,15500,1.5937704477e-05
757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14012632767930.32,108715.0,2.96,4.13,37.39,0.0518018018018018,1205606.0925925926,3683,80.45,15500,0.84,2014,0.0,0.0,1.0,15500,1.5937704477e-05
758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1896.16,14024823984066.9,128611.0,4.27,6.26,34.27,0.06306306306306306,1538766.0481481482,3674,85.25,15500,0.64,2015,0.0,0.0,1.0,15500,1.5937704477e-05
759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1720.31,14034693661361.2,129464.0,4.45,7.1,29.61,0.03153153153153153,1884127.4090909087,3688,84.68,15500,0.64,2016,0.0,0.0,1.0,15500,1.5937704477e-05
760,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15868165461676.94,105144.0,0.34,2.99,39.37,0.028634361233480177,1004583.3333333336,4148,83.08,15700,0.79,2009,0.0,0.0,1.0,15700,1.7832269312e-05
761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15918848859520.86,113924.0,0.16,3.88,41.42,0.048458149779735685,616364.7666666667,3810,84.49,15700,0.57,2010,0.0,0.0,1.0,15700,1.7832269312e-05
762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15884955248482.06,119076.0,0.12,3.7,44.17,0.03524229074889868,638150.0,4023,84.96,15700,0.6,2011,0.0,0.0,1.0,15700,1.7832269312e-05
763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2323.6,15879538102839.53,116905.0,1.63,2.61,46.16,0.05726872246696035,2662140.0,4365,86.76,15700,0.66,2012,0.0,0.0,1.0,15700,1.7832269312e-05
764,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2385.91,15919347954719.81,116612.0,0.94,2.56,48.1,0.06828193832599119,851861.8452380953,4264,87.31,15700,0.63,2013,0.0,0.0,1.0,15700,1.7832269312e-05
765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15940943635744.03,106781.0,2.18,3.82,44.76,0.05726872246696035,1386536.2534562212,4397,83.4,15700,0.71,2014,0.0,0.0,1.0,15700,1.7832269312e-05
766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15869662747273.79,102500.0,2.42,3.22,43.11,0.07488986784140969,1229602.255639098,4289,81.04,15700,0.63,2015,0.0,0.0,1.0,15700,1.7832269312e-05
767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15850074662667.82,106583.0,3.69,3.76,43.33,0.024229074889867842,1733202.865079365,4198,75.87,15700,0.66,2016,0.0,0.0,1.0,15700,1.7832269312e-05
768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.34,13211708696368.81,98162.0,1.26,3.16,49.44,0.024896265560165973,1086475.0,5855,74.82,15900,0.9,2009,0.0,0.0,1.0,15900,2.6720245511999997e-05
769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2137.18,13126443761247.73,103173.0,0.93,3.58,48.81,0.04149377593360997,1056242.625,5817,72.2,15900,0.83,2010,0.0,0.0,1.0,15900,2.6720245511999997e-05
770,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015.26,13108476111969.04,109329.0,0.77,5.01,46.49,0.08713692946058091,1342363.6363636365,6128,67.41,15900,0.97,2011,0.0,0.0,1.0,15900,2.6720245511999997e-05
771,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2038.79,13145792385861.52,112734.0,0.79,5.66,46.92,0.06639004149377592,906607.1428571428,5723,71.15,15900,0.83,2012,0.0,0.0,1.0,15900,2.6720245511999997e-05
772,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1898.72,13159590911770.81,127747.0,0.53,5.05,44.86,0.1078838174273859,3300500.0,5470,77.39,15900,0.71,2013,0.0,0.0,1.0,15900,2.6720245511999997e-05
773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1832.07,13156982402804.5,117704.0,0.62,5.63,42.64,0.13278008298755187,1704403.7895833338,5148,76.98,15900,0.72,2014,0.0,0.0,1.0,15900,2.6720245511999997e-05
774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1912.55,13156982402804.5,130806.0,1.05,6.86,42.89,0.0912863070539419,1925713.166666667,5157,78.63,15900,0.67,2015,0.0,0.0,1.0,15900,2.6720245511999997e-05
775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1906.54,13054494572040.74,127759.0,1.0,4.41,42.95,0.08298755186721991,1465931.7040816331,5125,84.29,15900,0.7,2016,0.0,0.0,1.0,15900,2.6720245511999997e-05
776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9415044295860.08,49179.0,0.0,7.72,28.97,0.02838427947598253,836456.4444444445,4287,71.24,16000,1.87,2009,0.3112036477495229,0.0,0.6887963522504772,16000,2.7524097800999998e-05
777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9436690781943.21,48833.0,0.0,3.77,29.96,0.039301310043668124,812122.0833333335,3982,67.73,16000,1.81,2010,0.3525682191637368,0.0,0.6474317808362632,16000,2.7524097800999998e-05
778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9394204375723.65,55893.0,0.0,4.91,29.46,0.013100436681222708,417750.0,4073,62.34,16000,1.72,2011,0.3541627508537439,0.0,0.6458372491462561,16000,2.7524097800999998e-05
779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9405954079649.94,59303.0,0.0,6.15,29.06,0.0480349344978166,531437.5,4229,63.54,16000,1.67,2012,0.35446273789989896,0.0,0.6455372621001011,16000,2.7524097800999998e-05
780,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9409427399672.68,58809.0,0.24,4.99,26.15,0.013100436681222708,583312.5,4513,66.45,16000,1.87,2013,0.35477052813665605,0.0,0.645229471863344,16000,2.7524097800999998e-05
781,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9427393474476.49,61078.0,0.18,4.08,26.32,0.03056768558951965,1148368.0555555557,4415,62.72,16000,1.55,2014,0.3540767032590117,0.0,0.6459232967409883,16000,2.7524097800999998e-05
782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9455877605206.89,60698.0,0.13,4.8,25.09,0.024017467248908297,597480.1,4475,65.5,16000,1.53,2015,0.3560224310268976,0.0,0.6439775689731023,16000,2.7524097800999998e-05
783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9311553165266.27,59872.0,0.48,5.26,28.88,0.02838427947598253,1393405.583333333,3989,67.71,16000,1.08,2016,0.36154060152458856,0.0,0.6384593984754114,16000,2.7524097800999998e-05
784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11799687608319.29,98859.0,0.71,3.54,55.31,0.24390243902439024,840345.2727272727,3220,63.42,16100,0.23,2009,0.13719463787511058,0.04874496406580695,0.8138859178791585,16100,1.9428683844e-05
785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.15,11813908849563.34,100272.0,0.62,4.04,53.75,0.012195121951219513,804917.4,3068,62.61,16100,0.26,2010,0.1370294869443342,0.048686286290124066,0.814109956619804,16100,1.9428683844e-05
786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2242.05,11787957529131.74,99333.0,0.94,5.94,49.71,0.1097560975609756,611331.3466666667,3082,62.04,16100,0.29,2011,0.13733115889348085,0.048793469694290346,0.8137007176088148,16100,1.9428683844e-05
787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2315.36,11811783126568.85,102448.0,1.55,7.52,48.9,0.036585365853658534,1190418.3083333329,3033,64.89,16100,0.28,2012,0.13705414763512072,0.048695048181294484,0.8140765026750924,16100,1.9428683844e-05
788,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2189.73,11730717419151.6,104167.0,1.78,6.21,47.94,0.08536585365853659,1907169.657219973,3252,66.79,16100,0.34,2013,0.13800126715352035,0.04903155773885054,0.8127916690798745,16100,1.9428683844e-05
789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2104.99,11715065303833.76,101563.0,2.84,5.43,45.34,0.14634146341463414,1593377.5,3167,70.73,16100,0.4,2014,0.13774102262527332,0.049097067198340304,0.8129861696607725,16100,1.9428683844e-05
790,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.73,12104417462772.52,103500.0,3.82,4.49,40.36,0.2682926829268293,1481006.4285714284,3139,70.21,16100,0.44,2015,0.16522141794398928,0.04751780498518325,0.7868355580085971,16100,1.9428683844e-05
791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1968.51,12030804653408.62,111333.0,3.58,3.15,40.14,0.08536585365853659,2420818.1818181816,3239,71.1,16100,0.51,2016,0.1624675337454389,0.04780855188204808,0.7892960935250598,16100,1.9428683844e-05
792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.88,4860248907193.42,84577.0,0.66,6.9,27.05,0.10108303249097472,1103563.887254902,2129,81.96,16200,0.51,2009,0.0,0.0,1.0,16200,2.5312983419000002e-05
793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.43,4860248907193.42,85781.0,0.49,4.9,21.89,0.06137184115523465,1601631.0769230768,2225,79.96,16200,0.58,2010,0.0,0.0,1.0,16200,2.5312983419000002e-05
794,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1780.58,5762505256117.4,84531.0,0.29,4.23,23.23,0.07581227436823104,1122093.4343434342,2436,74.51,16200,0.6,2011,0.0,0.0,1.0,16200,2.5312983419000002e-05
795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1804.22,5762505256117.4,75750.0,0.46,4.03,22.22,0.04332129963898917,1498595.3472222222,2628,65.98,16200,0.73,2012,0.0,0.0,1.0,16200,2.5312983419000002e-05
796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1733.33,5720005327041.77,70313.0,0.0,2.34,22.82,0.07220216606498195,1288429.8449612404,2655,59.02,16200,0.82,2013,0.0,0.0,1.0,16200,2.5312983419000002e-05
797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.39,5693493240777.92,70441.0,0.0,2.91,27.54,0.032490974729241874,660301.8311688312,2574,62.7,16200,0.67,2014,0.0,0.0,1.0,16200,2.5312983419000002e-05
798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2041.41,5642456190793.9,71602.0,0.0,3.59,28.79,0.02888086642599278,237500.0,2560,65.66,16200,0.62,2015,0.0,0.0,1.0,16200,2.5312983419000002e-05
799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5691186124345.48,71042.0,0.0,4.84,29.05,0.021660649819494584,676654.7619047619,2275,78.64,16200,0.53,2016,0.0,0.0,1.0,16200,2.5312983419000002e-05
800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10383852408275.55,74398.0,2.06,1.51,38.64,0.09433962264150944,681450.0,3587,55.0,16300,0.8,2009,0.0,0.17501601046671986,0.8249839895332801,16300,1.9608984410999998e-05
801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10388146358346.35,74732.0,1.29,2.04,39.78,0.06289308176100629,677794.3333333335,3341,54.53,16300,0.7,2010,0.0,0.1749436674341314,0.8250563325658686,16300,1.9608984410999998e-05
802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10392766689420.16,78438.0,1.06,2.43,39.97,0.1761006289308176,667833.3333333335,3215,58.2,16300,0.71,2011,0.0,0.17486589241165976,0.8251341075883403,16300,1.9608984410999998e-05
803,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10099207376028.55,73381.0,1.17,1.57,39.43,0.1320754716981132,753833.3333333335,3251,54.91,16300,0.72,2012,0.0,0.1571528697928449,0.8428471302071551,16300,1.9608984410999998e-05
804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9912864222124.56,82009.0,1.51,2.31,42.29,0.11320754716981132,753231.5384615384,3247,60.7,16300,0.62,2013,0.0,0.14192627682100944,0.8580737231789906,16300,1.9608984410999998e-05
805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2038.56,9916933785255.79,79286.0,2.32,3.5,43.17,0.1509433962264151,1721594.8586956519,3060,60.59,16300,0.55,2014,0.0,0.14186803523585706,0.8581319647641429,16300,1.9608984410999998e-05
806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2074.15,9956068907397.53,86234.0,2.42,3.13,42.1,0.06918238993710693,2925898.354166666,3223,60.41,16300,0.6,2015,0.0,0.14163820427765633,0.8583617957223437,16300,1.9608984410999998e-05
807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12799755190748.32,86997.0,2.94,3.73,40.83,0.0880503144654088,2986694.2740740743,3299,60.53,16300,0.56,2016,0.0,0.2345254914335301,0.7654745085664699,16300,1.9608984410999998e-05
808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2382.24,18327225272686.32,116885.0,0.36,5.03,47.91,0.06857142857142857,784942.8235294119,4989,88.35,16500,0.79,2009,0.0,0.0,1.0,16500,1.9877886291e-05
809,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2069.77,18334278336475.27,116341.0,0.31,5.5,42.66,0.005714285714285714,1114786.4285714286,4873,84.42,16500,0.89,2010,0.0,0.0,1.0,16500,1.9877886291e-05
810,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2038.81,18331325306201.29,120727.0,0.26,5.32,42.81,0.10857142857142857,1093714.174603175,5076,85.15,16500,0.82,2011,0.0,0.0,1.0,16500,1.9877886291e-05
811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2143.62,18248046834045.55,123312.0,0.92,5.28,43.34,0.04,1498492.321839081,5229,84.22,16500,0.85,2012,0.0,0.0,1.0,16500,1.9877886291e-05
812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18393982873598.88,105694.0,0.91,2.78,40.17,0.13142857142857142,1276514.197530864,5295,79.47,16500,1.04,2013,0.0,0.0,1.0,16500,1.9877886291e-05
813,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18357389445638.22,122537.0,0.67,3.9,39.75,0.045714285714285714,1969664.3658536584,5638,79.09,16500,0.99,2014,0.0,0.0,1.0,16500,1.9877886291e-05
814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1997.46,18360397813787.86,124714.0,0.91,5.49,38.15,0.10285714285714287,893641.8333333335,5706,80.37,16500,1.04,2015,0.0,0.0,1.0,16500,1.9877886291e-05
815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2219.61,18340612007880.61,148831.0,0.69,5.34,42.5,0.011428571428571429,4101875.108108108,5619,82.4,16500,0.89,2016,0.0,0.0,1.0,16500,1.9877886291e-05
816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14010062515004.2,113477.0,1.03,3.61,37.12,0.02528089887640449,943535.681818182,5320,88.16,16700,0.94,2009,0.0,0.0,1.0,16700,1.7988349426e-05
817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14035912579898.31,108144.0,1.6,5.83,36.43,0.04775280898876405,912312.5,5073,89.51,16700,0.8,2010,0.0,0.0,1.0,16700,1.7988349426e-05
818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14018568020227.43,106967.0,1.3,5.6,39.12,0.07865168539325842,949111.16,5141,83.21,16700,0.83,2011,0.0,0.0,1.0,16700,1.7988349426e-05
819,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14040988087263.54,108169.0,1.53,4.59,37.15,0.05056179775280899,974438.2345679012,4964,81.95,16700,0.77,2012,0.0,0.0,1.0,16700,1.7988349426e-05
820,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14019596463669.45,100928.0,1.22,4.05,35.74,0.05898876404494384,1084649.402173913,4910,79.37,16700,0.9,2013,0.0,0.0,1.0,16700,1.7988349426e-05
821,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14004814673873.01,108365.0,1.17,5.12,37.67,0.05056179775280899,1524629.33908046,4946,82.29,16700,0.94,2014,0.0,0.0,1.0,16700,1.7988349426e-05
822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14012174993425.66,107466.0,0.42,4.36,40.58,0.05337078651685393,722456.0875,5278,80.9,16700,1.23,2015,0.0,0.0,1.0,16700,1.7988349426e-05
823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14001190105634.1,130109.0,1.08,4.07,39.55,0.02528089887640449,2774186.363636364,5482,86.76,16700,1.11,2016,0.0,0.0,1.0,16700,1.7988349426e-05
